Time, Latitude(DD), Longitude(DD), Latitude(m), Longitude(m), Altitude(m), Roll(deg), Pitch(deg), Yaw(deg)
1508316266.000000, 48.237567, 16.331557, 5343562.500000, 598870.250000, 327.899994, -0.334307, -0.993136, -63.312126
1508316267.000000, 48.237583, 16.331542, 5343564.000000, 598869.125000, 327.899994, -0.367756, -0.990178, -63.141903
1508316268.000000, 48.237587, 16.331535, 5343564.500000, 598868.625000, 327.899994, -0.370815, -1.038438, -62.927914
1508316269.000000, 48.237605, 16.331520, 5343566.500000, 598867.437500, 327.899994, -0.342720, -1.023312, -62.998264
1508316270.000000, 48.237612, 16.331512, 5343567.500000, 598866.812500, 328.000000, -0.299803, -1.043078, -63.236061
1508316271.000000, 48.237617, 16.331498, 5343568.000000, 598865.812500, 328.000000, -0.323972, -1.050503, -63.265678
1508316272.000000, 48.237630, 16.331475, 5343569.500000, 598864.062500, 328.000000, -0.297369, -1.007911, -63.103699
1508316273.000000, 48.237652, 16.331447, 5343571.500000, 598861.937500, 328.000000, -0.351111, -0.990481, -63.159687
1508316274.000000, 48.237665, 16.331440, 5343573.000000, 598861.437500, 328.000000, -0.388373, -0.996297, -62.944202
1508316275.000000, 48.237678, 16.331425, 5343574.500000, 598860.250000, 328.000000, -0.345141, -1.030528, -62.995941
1508316276.000000, 48.237677, 16.331422, 5343574.500000, 598860.000000, 328.000000, -0.321213, -1.028596, -63.239502
1508316277.000000, 48.237673, 16.331430, 5343574.000000, 598860.625000, 327.899994, -0.373529, -0.985968, -63.189178
1508316278.000000, 48.237668, 16.331445, 5343573.500000, 598861.750000, 327.899994, -0.328947, -0.975461, -63.182140
1508316279.000000, 48.237650, 16.331477, 5343571.500000, 598864.187500, 327.899994, -0.350728, -1.000404, -63.134911
1508316280.000000, 48.237640, 16.331485, 5343570.500000, 598864.812500, 327.799988, -0.295031, -1.026635, -62.976833
1508316281.000000, 48.237633, 16.331490, 5343569.500000, 598865.187500, 327.799988, -0.391948, -0.999518, -63.137642
1508316282.000000, 48.237615, 16.331507, 5343567.500000, 598866.437500, 327.700012, -0.362364, -0.971441, -62.938728
1508316283.000000, 48.237603, 16.331522, 5343566.500000, 598867.562500, 327.600006, -0.382280, -1.014475, -63.135956
1508316284.000000, 48.237593, 16.331532, 5343565.500000, 598868.375000, 327.500000, -0.334687, -0.944048, -63.121586
1508316285.000000, 48.237592, 16.331533, 5343565.000000, 598868.500000, 327.399994, -0.359370, -0.968347, -63.174667
1508316286.000000, 48.237588, 16.331532, 5343564.500000, 598868.375000, 327.399994, -0.346518, -0.929493, -63.138119
1508316287.000000, 48.237587, 16.331533, 5343564.500000, 598868.500000, 327.299988, -0.398144, -0.965002, -63.237957
1508316288.000000, 48.237582, 16.331542, 5343564.000000, 598869.125000, 327.299988, -0.389329, -0.981948, -62.994888
1508316289.000000, 48.237578, 16.331553, 5343563.500000, 598870.000000, 327.299988, -0.362316, -0.978110, -63.256027
1508316290.000000, 48.237575, 16.331552, 5343563.500000, 598869.875000, 327.200012, -0.379411, -0.959428, -63.224640
1508316291.000000, 48.237573, 16.331547, 5343563.000000, 598869.500000, 327.200012, -0.377059, -1.002587, -63.369904
1508316292.000000, 48.237570, 16.331557, 5343562.500000, 598870.250000, 327.200012, -0.345429, -0.977046, -63.327927
1508316293.000000, 48.237567, 16.331568, 5343562.500000, 598871.125000, 327.200012, -0.419299, -1.002830, -63.174049
1508316294.000000, 48.237578, 16.331557, 5343563.500000, 598870.250000, 327.100006, -0.373191, -1.000822, -63.330566
1508316295.000000, 48.237578, 16.331563, 5343563.500000, 598870.750000, 327.100006, -0.343719, -1.031645, -63.341942
1508316296.000000, 48.237585, 16.331553, 5343564.500000, 598870.000000, 327.200012, -0.335849, -1.004207, -63.324814
1508316297.000000, 48.237588, 16.331545, 5343564.500000, 598869.375000, 327.200012, -0.351561, -1.016120, -63.323631
1508316298.000000, 48.237590, 16.331537, 5343565.000000, 598868.750000, 327.299988, -0.338608, -1.058923, -63.406868
1508316299.000000, 48.237593, 16.331525, 5343565.500000, 598867.875000, 327.299988, -0.356393, -1.008593, -63.314053
1508316300.000000, 48.237595, 16.331515, 5343565.500000, 598867.125000, 327.299988, -0.354363, -0.951646, -63.132462
1508316301.000000, 48.237605, 16.331502, 5343566.500000, 598866.125000, 327.299988, -0.377931, -1.005924, -63.235111
1508316302.000000, 48.237615, 16.331492, 5343567.500000, 598865.312500, 327.299988, -0.347676, -0.988431, -63.403336
1508316303.000000, 48.237622, 16.331483, 5343568.500000, 598864.687500, 327.299988, -0.360406, -0.980444, -63.329750
1508316304.000000, 48.237632, 16.331475, 5343569.500000, 598864.062500, 327.299988, -0.358627, -0.982168, -63.349045
1508316305.000000, 48.237642, 16.331463, 5343570.500000, 598863.187500, 327.299988, -0.330193, -1.033653, -63.106304
1508316306.000000, 48.237647, 16.331458, 5343571.000000, 598862.812500, 327.299988, -0.310054, -1.005941, -63.122826
1508316307.000000, 48.237648, 16.331460, 5343571.500000, 598862.937500, 327.299988, -0.364097, -1.023013, -63.350018
1508316308.000000, 48.237650, 16.331448, 5343571.500000, 598862.062500, 327.299988, -0.363601, -0.974039, -63.242329
1508316309.000000, 48.237648, 16.331447, 5343571.500000, 598861.937500, 327.200012, -0.379804, -1.008690, -63.292816
1508316310.000000, 48.237655, 16.331428, 5343572.000000, 598860.562500, 327.200012, -0.326611, -1.013808, -63.322952
1508316311.000000, 48.237657, 16.331428, 5343572.000000, 598860.562500, 327.200012, -0.363449, -1.033555, -63.396633
1508316312.000000, 48.237657, 16.331430, 5343572.000000, 598860.687500, 327.299988, -0.350866, -0.971742, -63.329517
1508316313.000000, 48.237665, 16.331423, 5343573.000000, 598860.187500, 327.299988, -0.348548, -1.006652, -63.336773
1508316314.000000, 48.237665, 16.331430, 5343573.000000, 598860.687500, 327.200012, -0.393330, -0.989227, -63.245010
1508316315.000000, 48.237663, 16.331432, 5343573.000000, 598860.812500, 327.299988, -0.380332, -1.024836, -63.326870
1508316316.000000, 48.237668, 16.331427, 5343573.500000, 598860.437500, 327.299988, -0.360091, -0.984601, -63.304279
1508316317.000000, 48.237683, 16.331410, 5343575.000000, 598859.125000, 327.399994, -0.374725, -1.016013, -63.334023
1508316318.000000, 48.237683, 16.331413, 5343575.000000, 598859.375000, 327.299988, -0.396479, -1.045219, -63.163288
1508316319.000000, 48.237688, 16.331407, 5343575.500000, 598858.875000, 327.200012, -0.351693, -1.021649, -63.393051
1508316320.000000, 48.237690, 16.331407, 5343576.000000, 598858.875000, 327.100006, -0.312402, -1.064775, -63.408272
1508316321.000000, 48.237688, 16.331410, 5343575.500000, 598859.125000, 327.000000, -0.370081, -1.030409, -63.297295
1508316322.000000, 48.237685, 16.331417, 5343575.500000, 598859.625000, 327.000000, -0.357062, -1.000121, -63.309681
1508316323.000000, 48.237697, 16.331400, 5343576.500000, 598858.375000, 327.100006, -0.354700, -1.056987, -63.333748
1508316324.000000, 48.237697, 16.331403, 5343576.500000, 598858.625000, 327.000000, -0.374173, -0.998684, -63.315216
1508316325.000000, 48.237698, 16.331400, 5343577.000000, 598858.375000, 327.000000, -0.362596, -1.045458, -63.403004
1508316326.000000, 48.237702, 16.331392, 5343577.000000, 598857.750000, 326.899994, -0.395696, -0.995141, -63.230488
1508316327.000000, 48.237708, 16.331382, 5343578.000000, 598857.000000, 327.000000, -0.307172, -1.013430, -63.367504
1508316328.000000, 48.237710, 16.331395, 5343578.000000, 598858.000000, 327.100006, -0.361505, -0.991674, -63.327995
1508316329.000000, 48.237705, 16.331422, 5343577.500000, 598860.000000, 327.299988, -0.382467, -0.999680, -63.213387
1508316330.000000, 48.237717, 16.331408, 5343579.000000, 598858.937500, 327.399994, -0.399471, -0.999780, -63.342381
1508316331.000000, 48.237725, 16.331400, 5343580.000000, 598858.312500, 327.399994, -0.370322, -1.037212, -63.365082
1508316332.000000, 48.237730, 16.331392, 5343580.500000, 598857.687500, 327.399994, -0.426495, -1.003763, -63.314911
1508316333.000000, 48.237743, 16.331380, 5343582.000000, 598856.812500, 327.399994, -0.370853, -1.029017, -63.149155
1508316334.000000, 48.237742, 16.331380, 5343581.500000, 598856.812500, 327.399994, -0.366714, -0.976061, -63.374031
1508316335.000000, 48.237745, 16.331372, 5343582.000000, 598856.187500, 327.399994, -0.414487, -0.986917, -63.250095
1508316336.000000, 48.237748, 16.331357, 5343582.500000, 598855.062500, 327.299988, -0.363417, -1.008594, -63.332222
1508316337.000000, 48.237758, 16.331342, 5343583.500000, 598853.937500, 327.399994, -0.342095, -1.013568, -63.311306
1508316338.000000, 48.237768, 16.331315, 5343584.500000, 598851.937500, 327.399994, -0.376021, -1.020521, -63.302948
1508316339.000000, 48.237768, 16.331308, 5343584.500000, 598851.437500, 327.299988, -0.376439, -1.032563, -63.608963
1508316340.000000, 48.237765, 16.331310, 5343584.000000, 598851.562500, 327.200012, -0.364027, -1.004688, -63.322273
1508316341.000000, 48.237763, 16.331307, 5343584.000000, 598851.312500, 327.100006, -0.373698, -1.017757, -63.251324
1508316342.000000, 48.237767, 16.331305, 5343584.500000, 598851.187500, 327.100006, -0.330484, -1.065913, -63.496117
1508316343.000000, 48.237783, 16.331287, 5343586.000000, 598849.812500, 327.100006, -0.391553, -1.035390, -63.314167
1508316344.000000, 48.237792, 16.331278, 5343587.000000, 598849.187500, 327.000000, -0.377977, -1.004816, -63.174942
1508316345.000000, 48.237810, 16.331248, 5343589.000000, 598846.875000, 327.100006, -0.348773, -1.011074, -63.361362
1508316346.000000, 48.237813, 16.331242, 5343589.500000, 598846.375000, 327.100006, -0.303052, -1.050404, -63.411427
1508316347.000000, 48.237828, 16.331235, 5343591.000000, 598845.875000, 327.100006, -0.336142, -1.033497, -63.345871
1508316348.000000, 48.237838, 16.331227, 5343592.000000, 598845.250000, 327.100006, -0.330162, -0.999434, -63.324928
1508316349.000000, 48.237848, 16.331220, 5343593.000000, 598844.750000, 327.100006, -0.384625, -1.011017, -63.331070
1508316350.000000, 48.237863, 16.331197, 5343595.000000, 598842.937500, 327.200012, -0.322593, -1.041706, -63.173470
1508316351.000000, 48.237868, 16.331195, 5343595.500000, 598842.812500, 327.200012, -0.339978, -1.022981, -63.176632
1508316352.000000, 48.237882, 16.331183, 5343597.000000, 598841.937500, 327.299988, -0.320374, -1.027191, -63.390980
1508316353.000000, 48.237885, 16.331188, 5343597.500000, 598842.312500, 327.299988, -0.427884, -1.016559, -63.316795
1508316354.000000, 48.237883, 16.331193, 5343597.000000, 598842.687500, 327.200012, -0.344409, -1.048345, -63.359055
1508316355.000000, 48.237887, 16.331202, 5343597.500000, 598843.312500, 327.100006, -0.398719, -1.052153, -63.157883
1508316356.000000, 48.237887, 16.331210, 5343597.500000, 598843.875000, 327.000000, -0.379874, -1.005817, -63.269012
1508316357.000000, 48.237885, 16.331210, 5343597.500000, 598843.937500, 326.899994, -0.317239, -1.021361, -63.383091
1508316358.000000, 48.237875, 16.331237, 5343596.000000, 598845.937500, 326.799988, -0.299890, -1.040702, -63.246891
1508316359.000000, 48.237878, 16.331232, 5343596.500000, 598845.500000, 326.799988, -0.399110, -1.024326, -63.244236
1508316360.000000, 48.237892, 16.331213, 5343598.000000, 598844.125000, 326.799988, -0.331716, -1.030076, -63.364857
1508316361.000000, 48.237885, 16.331222, 5343597.500000, 598844.750000, 326.700012, -0.346390, -1.012655, -63.391102
1508316362.000000, 48.237883, 16.331223, 5343597.000000, 598844.875000, 326.700012, -0.331561, -1.037356, -63.140778
1508316363.000000, 48.237868, 16.331250, 5343595.500000, 598846.937500, 326.700012, -0.359326, -1.025704, -63.234848
1508316364.000000, 48.237857, 16.331282, 5343594.000000, 598849.312500, 326.600006, -0.400750, -1.021214, -63.245052
1508316365.000000, 48.237857, 16.331292, 5343594.000000, 598850.000000, 326.600006, -0.340328, -0.994666, -63.136616
1508316366.000000, 48.237857, 16.331298, 5343594.500000, 598850.500000, 326.500000, -0.347263, -1.013654, -63.295979
1508316367.000000, 48.237848, 16.331318, 5343593.500000, 598852.000000, 326.399994, -0.377627, -1.011415, -63.314396
1508316368.000000, 48.237855, 16.331310, 5343594.000000, 598851.375000, 326.200012, -0.402801, -0.995844, -63.050034
1508316369.000000, 48.237848, 16.331318, 5343593.500000, 598852.000000, 326.100006, -0.370771, -1.022936, -63.333595
1508316370.000000, 48.237850, 16.331320, 5343593.500000, 598852.125000, 326.100006, -0.327452, -1.059528, -63.236565
1508316371.000000, 48.237858, 16.331305, 5343594.500000, 598851.000000, 326.100006, -0.349898, -1.041833, -63.377853
1508316372.000000, 48.237858, 16.331295, 5343594.500000, 598850.250000, 326.100006, -0.357127, -1.035418, -63.117645
1508316373.000000, 48.237863, 16.331290, 5343595.000000, 598849.875000, 326.100006, -0.327097, -1.027384, -63.316116
1508316374.000000, 48.237865, 16.331292, 5343595.000000, 598850.000000, 326.100006, -0.317525, -1.054550, -63.380844
1508316375.000000, 48.237853, 16.331308, 5343594.000000, 598851.250000, 326.000000, -0.372619, -1.008071, -63.326435
1508316376.000000, 48.237822, 16.331357, 5343590.500000, 598854.937500, 326.000000, -0.405039, -1.039555, -63.248009
1508316377.000000, 48.237803, 16.331375, 5343588.500000, 598856.312500, 326.000000, -0.346140, -1.042423, -63.327835
1508316378.000000, 48.237780, 16.331408, 5343586.000000, 598858.812500, 325.899994, -0.360554, -1.001879, -63.046326
1508316379.000000, 48.237758, 16.331442, 5343583.500000, 598861.375000, 325.799988, -0.355889, -1.030557, -63.330612
1508316380.000000, 48.237753, 16.331443, 5343583.000000, 598861.500000, 325.600006, -0.302657, -1.026895, -63.384941
1508316381.000000, 48.237745, 16.331437, 5343582.000000, 598861.000000, 325.399994, -0.338317, -0.996025, -63.199715
1508316382.000000, 48.237735, 16.331448, 5343581.000000, 598861.875000, 325.200012, -0.332031, -0.996085, -63.323700
1508316383.000000, 48.237727, 16.331458, 5343580.000000, 598862.625000, 325.100006, -0.324924, -1.052555, -63.372707
1508316384.000000, 48.237722, 16.331463, 5343579.500000, 598863.062500, 325.000000, -0.316912, -1.036191, -63.274109
1508316385.000000, 48.237718, 16.331465, 5343579.000000, 598863.187500, 324.799988, -0.317139, -1.005906, -63.334206
1508316386.000000, 48.237705, 16.331483, 5343577.500000, 598864.562500, 324.700012, -0.301443, -1.007339, -63.065117
1508316387.000000, 48.237687, 16.331500, 5343575.500000, 598865.812500, 324.600006, -0.366417, -0.995486, -63.363110
1508316388.000000, 48.237677, 16.331508, 5343574.500000, 598866.437500, 324.500000, -0.334704, -0.995647, -63.506294
1508316389.000000, 48.237668, 16.331515, 5343573.500000, 598867.000000, 324.600006, -0.328490, -1.007820, -63.106857
1508316390.000000, 48.237670, 16.331502, 5343574.000000, 598866.000000, 324.500000, -0.381276, -0.959483, -63.226494
1508316391.000000, 48.237668, 16.331505, 5343573.500000, 598866.250000, 324.399994, -0.365631, -1.047934, -63.197239
1508316392.000000, 48.237658, 16.331520, 5343572.500000, 598867.375000, 324.200012, -0.383504, -1.019639, -63.025700
1508316393.000000, 48.237647, 16.331548, 5343571.000000, 598869.500000, 324.200012, -0.374065, -1.008626, -63.325844
1508316394.000000, 48.237645, 16.331548, 5343571.000000, 598869.500000, 324.100006, -0.363797, -0.998108, -63.092270
1508316395.000000, 48.237637, 16.331557, 5343570.000000, 598870.125000, 324.000000, -0.335649, -0.965842, -63.322716
1508316396.000000, 48.237630, 16.331552, 5343569.500000, 598869.750000, 323.899994, -0.346425, -1.133779, -63.111691
1508316397.000000, 48.237632, 16.331538, 5343569.500000, 598868.750000, 323.799988, -0.298743, -1.067701, -63.530132
1508316398.000000, 48.237633, 16.331517, 5343569.500000, 598867.187500, 323.700012, -0.367159, -1.019211, -63.152107
1508316399.000000, 48.237633, 16.331500, 5343569.500000, 598865.937500, 323.600006, -0.333071, -1.057000, -63.435810
1508316400.000000, 48.237637, 16.331490, 5343570.000000, 598865.187500, 323.500000, -0.342036, -1.027265, -63.311710
1508316401.000000, 48.237637, 16.331480, 5343570.000000, 598864.437500, 323.399994, -0.371844, -0.979115, -63.115471
1508316402.000000, 48.237628, 16.331492, 5343569.000000, 598865.312500, 323.299988, -0.322644, -1.047310, -63.373600
1508316403.000000, 48.237617, 16.331512, 5343568.000000, 598866.812500, 323.200012, -0.301421, -1.017312, -63.357582
1508316404.000000, 48.237612, 16.331533, 5343567.500000, 598868.437500, 323.200012, -0.334891, -0.985157, -63.344383
1508316405.000000, 48.237602, 16.331560, 5343566.000000, 598870.437500, 323.299988, -0.380014, -1.005756, -63.344551
1508316406.000000, 48.237600, 16.331577, 5343566.000000, 598871.687500, 323.399994, -0.377394, -1.042547, -63.392006
1508316407.000000, 48.237602, 16.331575, 5343566.500000, 598871.562500, 323.299988, -0.342731, -0.995908, -63.155979
1508316408.000000, 48.237593, 16.331588, 5343565.500000, 598872.562500, 323.399994, -0.376118, -1.002396, -63.347790
1508316409.000000, 48.237587, 16.331605, 5343564.500000, 598873.812500, 323.399994, -0.326813, -1.029576, -63.367310
1508316410.000000, 48.237580, 16.331633, 5343564.000000, 598875.937500, 323.299988, -0.317883, -1.038265, -63.181469
1508316411.000000, 48.237582, 16.331637, 5343564.000000, 598876.187500, 323.200012, -0.317865, -0.981338, -63.339592
1508316412.000000, 48.237593, 16.331607, 5343565.500000, 598873.937500, 322.899994, -0.384148, -0.997162, -63.250122
1508316413.000000, 48.237598, 16.331595, 5343566.000000, 598873.062500, 322.700012, -0.340852, -1.010247, -63.229469
1508316414.000000, 48.237603, 16.331582, 5343566.500000, 598872.062500, 322.500000, -0.330605, -1.004939, -63.332916
1508316415.000000, 48.237605, 16.331583, 5343566.500000, 598872.187500, 322.299988, -0.334061, -1.022293, -63.390598
1508316416.000000, 48.237612, 16.331578, 5343567.500000, 598871.812500, 322.200012, -0.314726, -1.048141, -63.372456
1508316417.000000, 48.237617, 16.331565, 5343568.000000, 598870.812500, 322.100006, -0.376602, -0.992114, -63.240353
1508316418.000000, 48.237620, 16.331560, 5343568.500000, 598870.437500, 321.899994, -0.342291, -1.009628, -63.273827
1508316419.000000, 48.237625, 16.331560, 5343569.000000, 598870.375000, 321.799988, -0.347238, -1.039585, -63.307804
1508316420.000000, 48.237635, 16.331550, 5343570.000000, 598869.625000, 321.700012, -0.378143, -1.045342, -63.344692
1508316421.000000, 48.237637, 16.331540, 5343570.000000, 598868.875000, 321.500000, -0.272819, -0.995130, -63.382469
1508316422.000000, 48.237643, 16.331527, 5343571.000000, 598867.875000, 321.500000, -0.350842, -1.032183, -63.312996
1508316423.000000, 48.237648, 16.331510, 5343571.500000, 598866.625000, 321.399994, -0.325900, -1.034533, -63.442848
1508316424.000000, 48.237653, 16.331492, 5343572.000000, 598865.250000, 321.299988, -0.317790, -1.056833, -63.373463
1508316425.000000, 48.237655, 16.331478, 5343572.000000, 598864.250000, 321.200012, -0.365110, -0.978716, -63.308559
1508316426.000000, 48.237658, 16.331473, 5343572.500000, 598863.875000, 321.200012, -0.338100, -1.077441, -63.170883
1508316427.000000, 48.237663, 16.331467, 5343573.000000, 598863.375000, 321.100006, -0.289311, -1.056556, -63.563335
1508316428.000000, 48.237668, 16.331460, 5343573.500000, 598862.875000, 321.000000, -0.296675, -1.032748, -63.347721
1508316429.000000, 48.237672, 16.331455, 5343574.000000, 598862.500000, 321.000000, -0.343055, -1.043455, -63.328892
1508316430.000000, 48.237673, 16.331453, 5343574.000000, 598862.375000, 320.899994, -0.290609, -1.032874, -63.182404
1508316431.000000, 48.237672, 16.331455, 5343574.000000, 598862.500000, 320.899994, -0.298860, -1.050926, -63.451870
1508316432.000000, 48.237667, 16.331465, 5343573.500000, 598863.250000, 320.899994, -0.282903, -1.081049, -63.537422
1508316433.000000, 48.237660, 16.331482, 5343572.500000, 598864.500000, 320.899994, -0.334154, -1.019893, -63.447506
1508316434.000000, 48.237660, 16.331487, 5343572.500000, 598864.875000, 320.899994, -0.362423, -1.020546, -63.328220
1508316435.000000, 48.237658, 16.331487, 5343572.500000, 598864.875000, 320.799988, -0.339496, -1.014568, -63.280479
1508316436.000000, 48.237660, 16.331478, 5343572.500000, 598864.250000, 320.700012, -0.353953, -1.056554, -63.316307
1508316437.000000, 48.237662, 16.331485, 5343573.000000, 598864.750000, 320.700012, -0.391708, -1.001226, -63.355606
1508316438.000000, 48.237662, 16.331492, 5343573.000000, 598865.250000, 320.700012, -0.330758, -1.020328, -63.309978
1508316439.000000, 48.237658, 16.331495, 5343572.500000, 598865.500000, 320.600006, -0.336877, -1.034298, -63.353367
1508316440.000000, 48.237655, 16.331505, 5343572.000000, 598866.250000, 320.700012, -0.336242, -1.002413, -63.301998
1508316441.000000, 48.237655, 16.331508, 5343572.000000, 598866.500000, 320.600006, -0.347550, -1.053776, -63.293125
1508316442.000000, 48.237653, 16.331513, 5343572.000000, 598866.875000, 320.600006, -0.357883, -1.024769, -63.312981
1508316443.000000, 48.237652, 16.331525, 5343572.000000, 598867.750000, 320.600006, -0.353589, -0.974252, -63.200867
1508316444.000000, 48.237647, 16.331537, 5343571.000000, 598868.625000, 320.700012, -0.303805, -0.982301, -63.309841
1508316445.000000, 48.237642, 16.331548, 5343570.500000, 598869.500000, 320.700012, -0.374577, -1.043431, -63.130268
1508316446.000000, 48.237638, 16.331550, 5343570.500000, 598869.625000, 320.700012, -0.351313, -1.044295, -63.206539
1508316447.000000, 48.237640, 16.331557, 5343570.500000, 598870.125000, 320.700012, -0.389058, -0.992513, -63.188587
1508316448.000000, 48.237642, 16.331555, 5343570.500000, 598870.000000, 320.600006, -0.388469, -1.035474, -63.321190
1508316449.000000, 48.237640, 16.331558, 5343570.500000, 598870.250000, 320.500000, -0.361647, -0.982137, -63.192589
1508316450.000000, 48.237638, 16.331568, 5343570.500000, 598871.000000, 320.500000, -0.352690, -1.066961, -63.288910
1508316451.000000, 48.237635, 16.331582, 5343570.000000, 598872.000000, 320.600006, -0.299670, -0.987733, -63.311543
1508316452.000000, 48.237637, 16.331567, 5343570.000000, 598870.875000, 320.600006, -0.340663, -1.014504, -63.303024
1508316453.000000, 48.237640, 16.331567, 5343570.500000, 598870.875000, 320.600006, -0.357712, -1.030437, -63.108795
1508316454.000000, 48.237638, 16.331582, 5343570.500000, 598872.000000, 320.700012, -0.340278, -1.036756, -63.116051
1508316455.000000, 48.237640, 16.331582, 5343570.500000, 598872.000000, 320.700012, -0.351855, -1.047220, -63.464310
1508316456.000000, 48.237643, 16.331585, 5343571.000000, 598872.187500, 320.600006, -0.341279, -1.049856, -63.449886
1508316457.000000, 48.237647, 16.331577, 5343571.500000, 598871.562500, 320.700012, -0.301919, -1.049647, -63.456284
1508316458.000000, 48.237643, 16.331587, 5343571.000000, 598872.312500, 320.899994, -0.364461, -1.021121, -63.329121
1508316459.000000, 48.237642, 16.331588, 5343570.500000, 598872.500000, 320.899994, -0.324417, -1.018037, -63.315784
1508316460.000000, 48.237643, 16.331577, 5343571.000000, 598871.625000, 321.000000, -0.350319, -1.019478, -63.315094
1508316461.000000, 48.237640, 16.331580, 5343570.500000, 598871.875000, 321.000000, -0.403600, -1.006728, -63.295734
1508316462.000000, 48.237638, 16.331578, 5343570.500000, 598871.750000, 321.100006, -0.349817, -1.031745, -63.380352
1508316463.000000, 48.237635, 16.331583, 5343570.000000, 598872.125000, 321.100006, -0.341876, -1.019001, -63.510170
1508316464.000000, 48.237633, 16.331577, 5343570.000000, 598871.625000, 321.200012, -0.375389, -1.023138, -63.319637
1508316465.000000, 48.237630, 16.331582, 5343569.500000, 598872.000000, 321.299988, -0.320017, -1.065666, -63.427479
1508316466.000000, 48.237627, 16.331592, 5343569.000000, 598872.750000, 321.399994, -0.341053, -1.032863, -63.193729
1508316467.000000, 48.237623, 16.331607, 5343568.500000, 598873.875000, 321.500000, -0.372097, -1.010253, -63.338062
1508316468.000000, 48.237625, 16.331603, 5343569.000000, 598873.625000, 321.700012, -0.350814, -1.029106, -63.329208
1508316469.000000, 48.237630, 16.331588, 5343569.500000, 598872.500000, 321.799988, -0.370060, -0.970850, -63.347698
1508316470.000000, 48.237633, 16.331577, 5343570.000000, 598871.625000, 321.899994, -0.363503, -1.035225, -63.333210
1508316471.000000, 48.237632, 16.331578, 5343569.500000, 598871.750000, 322.100006, -0.336469, -1.024173, -63.375092
1508316472.000000, 48.237635, 16.331575, 5343570.000000, 598871.500000, 322.200012, -0.362885, -0.974423, -63.246826
1508316473.000000, 48.237635, 16.331577, 5343570.000000, 598871.625000, 322.299988, -0.292335, -1.015291, -63.410557
1508316474.000000, 48.237637, 16.331575, 5343570.000000, 598871.500000, 322.500000, -0.366691, -1.006214, -63.333057
1508316475.000000, 48.237638, 16.331572, 5343570.500000, 598871.250000, 322.700012, -0.290882, -1.023861, -63.382736
1508316476.000000, 48.237643, 16.331560, 5343571.000000, 598870.375000, 322.799988, -0.412697, -1.008788, -63.342060
1508316477.000000, 48.237650, 16.331538, 5343571.500000, 598868.750000, 322.799988, -0.365968, -0.982838, -63.332760
1508316478.000000, 48.237657, 16.331520, 5343572.500000, 598867.375000, 323.000000, -0.319280, -1.102190, -63.470112
1508316479.000000, 48.237667, 16.331502, 5343573.500000, 598866.000000, 323.100006, -0.367479, -1.011515, -63.410812
1508316480.000000, 48.237668, 16.331503, 5343573.500000, 598866.125000, 323.200012, -0.359326, -1.021283, -63.597363
1508316481.000000, 48.237667, 16.331503, 5343573.500000, 598866.125000, 323.299988, -0.374412, -1.024625, -63.141205
1508316482.000000, 48.237667, 16.331500, 5343573.500000, 598865.875000, 323.500000, -0.371997, -1.030377, -63.133106
1508316483.000000, 48.237672, 16.331497, 5343574.000000, 598865.625000, 323.299988, -0.371449, -0.979017, -63.136990
1508316484.000000, 48.237673, 16.331498, 5343574.000000, 598865.750000, 323.200012, -0.404752, -0.986758, -63.203056
1508316485.000000, 48.237672, 16.331505, 5343574.000000, 598866.250000, 323.200012, -0.360874, -0.975222, -63.127079
1508316486.000000, 48.237673, 16.331507, 5343574.000000, 598866.375000, 323.299988, -0.363294, -0.989239, -63.138653
1508316487.000000, 48.237667, 16.331523, 5343573.500000, 598867.625000, 323.299988, -0.350951, -1.003263, -62.927887
1508316488.000000, 48.237667, 16.331528, 5343573.500000, 598867.937500, 323.399994, -0.343680, -1.008226, -63.316128
1508316489.000000, 48.237663, 16.331538, 5343573.000000, 598868.687500, 323.399994, -0.298705, -1.012004, -63.341839
1508316490.000000, 48.237665, 16.331538, 5343573.500000, 598868.687500, 323.399994, -0.363102, -0.968728, -63.213123
1508316491.000000, 48.237662, 16.331547, 5343573.000000, 598869.312500, 323.600006, -0.346724, -0.956146, -63.339291
1508316492.000000, 48.237655, 16.331565, 5343572.000000, 598870.687500, 323.700012, -0.347354, -1.014495, -63.386574
1508316493.000000, 48.237645, 16.331585, 5343571.000000, 598872.187500, 323.700012, -0.314460, -1.006975, -63.249088
1508316494.000000, 48.237645, 16.331587, 5343571.000000, 598872.312500, 323.799988, -0.406942, -1.004054, -63.199913
1508316495.000000, 48.237645, 16.331590, 5343571.000000, 598872.562500, 324.000000, -0.332309, -1.023363, -63.314312
1508316496.000000, 48.237645, 16.331593, 5343571.000000, 598872.812500, 324.100006, -0.338364, -0.999303, -63.352398
1508316497.000000, 48.237648, 16.331590, 5343571.500000, 598872.562500, 324.200012, -0.335114, -1.029828, -63.324913
1508316498.000000, 48.237650, 16.331585, 5343571.500000, 598872.187500, 324.200012, -0.328203, -1.033569, -63.306396
1508316499.000000, 48.237650, 16.331583, 5343571.500000, 598872.062500, 324.299988, -0.362086, -1.045957, -63.331207
1508316500.000000, 48.237648, 16.331590, 5343571.500000, 598872.562500, 324.399994, -0.383462, -1.024486, -63.320560
1508316501.000000, 48.237645, 16.331597, 5343571.000000, 598873.062500, 324.399994, -0.392555, -0.995084, -63.267513
